ts,sim_version,trace,model_profile,device,gpu_budget_tokens,gpu_tokens_override,profile_gpu_tokens,cpu_budget_gib,lookup,prefetch,oracle_dest,device_write_mibps_sustained,fs_root,cost_model,axis,synthetic,request_tokens,requeries_per_doc,reuse_pct,tail_frac,n_docs,requests,unique_blocks,pressure_x,single_request_fits,ssd_gib,policy,total_ms,gpu_hits,cpu_hits,ssd_hits,recompute,ssd_writes,cpu_writes,decode_ms,prefill_ms,evict_free,evict_to_cpu,evict_to_ssd,evict_free_pct,best_baseline,oracle_headroom_pct,verdict
2026-09-01T12:47:59.141121+08:00,0e7b989d,surface:L524288:rq5,qwen-awq,nvme,2264912,1,273872,24.0,prefix,1,best,2512.0,/home/hungwei,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json,surface,longctx,524288,5.0,80.88,0.02,24,120,766728,5.42,0,512.0,full_gpu,135783819.84,1376256,0,0,2634504,0,0,0.0,135783819.84,,,,,tier_fs,,
2026-09-01T12:47:59.141232+08:00,0e7b989d,surface:L524288:rq5,qwen-awq,nvme,2264912,1,273872,24.0,prefix,1,best,2512.0,/home/hungwei,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json,surface,longctx,524288,5.0,80.88,0.02,24,120,766728,5.42,0,512.0,cpu_lru,117716852.69,1376256,360448,0,2274056,0,2492947,0.0,117716852.69,,,,,tier_fs,,
2026-09-01T12:47:59.141264+08:00,0e7b989d,surface:L524288:rq5,qwen-awq,nvme,2264912,1,273872,24.0,prefix,1,best,2512.0,/home/hungwei,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json,surface,longctx,524288,5.0,80.88,0.02,24,120,766728,5.42,0,512.0,cpu_arc,125929110.49,1341677,231187,0,2437896,0,2475678,0.0,125929110.49,,,,,tier_fs,,
2026-09-01T12:47:59.141288+08:00,0e7b989d,surface:L524288:rq5,qwen-awq,nvme,2264912,1,273872,24.0,prefix,1,best,2512.0,/home/hungwei,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json,surface,longctx,524288,5.0,80.88,0.02,24,120,766728,5.42,0,512.0,tier_fs,53577994.54,1376256,360448,1507328,766728,2104413,2492947,0.0,53577994.54,,,,,tier_fs,,
2026-09-01T12:47:59.141310+08:00,0e7b989d,surface:L524288:rq5,qwen-awq,nvme,2264912,1,273872,24.0,prefix,1,best,2512.0,/home/hungwei,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json,surface,longctx,524288,5.0,80.88,0.02,24,120,766728,5.42,0,512.0,oracle,46767169.13,2410408,218885,614739,766728,614739,610051,0.0,46767169.13,625171,218885,614739,33.794,tier_fs,12.712,MARGINAL
