run_id,ts,trace,model_profile,device,window_accesses,k_deltas,n_train,n_calib,n_test,embargo_dropped,num_leaves,test_positive_rate,features_run,workload,label_mode,sample_rate,data_seed,feature_groups,test_trace,loss,threshold_rule,thr_median,train_seconds,best_iter,ece,auc,rmse_log_tau,spearman_positives,spearman_all,calib_split,calib_positive_rate,n,drop_rate,err_rate,fn_rate,fp_rate,cost_ms,cost_ms_fn,cost_ms_fp,cost_us_per_decision,lat_k,lat_median_us,lat_p90_us,lat_per_candidate_us,lat_loadavg_1m,lat_n_cpu,lat_k1_median_us,lat_k256_median_us
20260905-143657-m5p-train-toolagent-qwen-awq,2026-09-05T14:36:59.241692+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,p_star,0.0674,7.83,396,0.0003,0.9999,0.554,0.2446,0.8775,tail,0.3607,950894,0.6407,0.0013,0.0001,0.0011,824.23,503.35,320.88,0.867,64,245.7,258.8,3.839,5.0,96,34.4,888.7
20260905-143657-m5p-train-toolagent-qwen-awq,2026-09-05T14:36:59.241692+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.5,0.5,8.05,396,0.0003,0.9999,0.5538,0.2461,0.8832,tail,0.3607,950894,0.6407,0.0013,0.0001,0.0011,824.23,503.35,320.88,0.867,64,255.5,534.8,3.992,5.5,96,35.2,882.5
20260905-143657-m5p-train-toolagent-qwen-awq,2026-09-05T14:36:59.241692+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,p_star,0.0674,8.05,396,0.0003,0.9999,0.5538,0.2461,0.8832,tail,0.3607,950894,0.6407,0.0013,0.0001,0.0011,824.23,503.35,320.88,0.867,64,255.5,534.8,3.992,5.5,96,35.2,882.5
20260905-143657-m5p-train-toolagent-qwen-awq,2026-09-05T14:36:59.241692+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,always_keep,p_star,0.0674,0.0,0,,,,,,,,950894,0.0,0.6417,0.0,0.6417,182123.66,0.0,182123.66,191.529,,,,,,,,
20260905-143657-m5p-train-toolagent-qwen-awq,2026-09-05T14:36:59.241692+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,always_drop,p_star,0.0674,0.0,0,,,,,,,,950894,1.0,0.3583,0.3583,0.0,1266626.35,1266626.35,0.0,1332.037,,,,,,,,
20260905-143722-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:23.036580+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,2,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.5,0.5,0.49,1,0.1887,0.5,0.9727,-0.1803,0.5241,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,37.6,42.8,0.587,5.1,96,26.4,61.3
20260905-143722-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:23.036580+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,2,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,p_star,0.0193,0.49,1,0.1887,0.5,0.9727,-0.1803,0.5241,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,37.6,42.8,0.587,5.1,96,26.4,61.3
20260905-143722-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:23.036580+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,2,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,cost_l2,0.5,0.5,0.47,1,0.1887,0.5,0.9695,-0.1803,0.5241,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,35.6,37.9,0.556,5.1,96,26.2,62.0
20260905-143722-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:23.036580+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,2,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,cost_l2,p_star,0.0193,0.47,1,0.1887,0.5,0.9695,-0.1803,0.5241,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,35.6,37.9,0.556,5.1,96,26.2,62.0
20260905-143722-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:23.036580+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,2,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,always_keep,p_star,0.0193,0.0,0,,,,,,,,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,,,,,,,,
20260905-143722-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:23.036580+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,2,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,always_drop,p_star,0.0193,0.0,0,,,,,,,,269970,1.0,0.7076,0.7076,0.0,2847309.17,2847309.17,0.0,10546.761,,,,,,,,
20260905-143726-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:27.499056+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,sym_l2,0.5,0.5,3.2,93,0.0004,0.9997,0.5668,0.1469,0.9436,tail,0.3607,950894,0.6406,0.0013,0.0001,0.0011,748.31,423.55,324.76,0.787,64,211.7,234.4,3.308,5.4,96,32.5,728.4
20260905-143726-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:27.499056+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,sym_l2,p_star,0.0674,3.2,93,0.0004,0.9997,0.5668,0.1469,0.9436,tail,0.3607,950894,0.6406,0.0013,0.0001,0.0012,753.68,423.55,330.13,0.793,64,211.7,234.4,3.308,5.4,96,32.5,728.4
20260905-143726-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:27.499056+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,cost_l2,0.5,0.5,2.91,75,0.0004,0.9996,0.5693,0.1355,0.9429,tail,0.3607,950894,0.6406,0.0013,0.0001,0.0011,748.31,423.55,324.76,0.787,64,173.1,194.1,2.704,5.0,96,32.0,577.6
20260905-143726-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:27.499056+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,cost_l2,p_star,0.0674,2.91,75,0.0004,0.9996,0.5693,0.1355,0.9429,tail,0.3607,950894,0.6406,0.0013,0.0001,0.0012,757.27,423.55,333.71,0.796,64,173.1,194.1,2.704,5.0,96,32.0,577.6
20260905-143726-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:27.499056+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,always_keep,p_star,0.0674,0.0,0,,,,,,,,950894,0.0,0.6417,0.0,0.6417,182123.66,0.0,182123.66,191.529,,,,,,,,
20260905-143726-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:27.499056+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,always_drop,p_star,0.0674,0.0,0,,,,,,,,950894,1.0,0.3583,0.3583,0.0,1266626.35,1266626.35,0.0,1332.037,,,,,,,,
20260905-143739-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:39.402253+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,deltas,lc128kz,sym_l2,0.5,0.5,0.42,1,0.1918,0.5124,0.9736,0.1714,0.094,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,34.5,38.6,0.539,4.7,96,26.2,55.6
20260905-143739-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:39.402253+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,deltas,lc128kz,sym_l2,p_star,0.0193,0.42,1,0.1918,0.5124,0.9736,0.1714,0.094,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,34.5,38.6,0.539,4.7,96,26.2,55.6
20260905-143739-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:39.402253+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,deltas,lc128kz,cost_l2,0.5,0.5,0.41,1,0.1918,0.5169,0.9708,0.2068,0.1157,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,36.6,38.8,0.572,4.7,96,28.1,59.8
20260905-143739-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:39.402253+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,deltas,lc128kz,cost_l2,p_star,0.0193,0.41,1,0.1918,0.5169,0.9708,0.2068,0.1157,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,36.6,38.8,0.572,4.7,96,28.1,59.8
20260905-143739-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:39.402253+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,deltas,lc128kz,always_keep,p_star,0.0193,0.0,0,,,,,,,,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,,,,,,,,
20260905-143739-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:39.402253+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,deltas,lc128kz,always_drop,p_star,0.0193,0.0,0,,,,,,,,269970,1.0,0.7076,0.7076,0.0,2847309.17,2847309.17,0.0,10546.761,,,,,,,,
20260905-143742-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:43.327655+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,sym_l2,0.5,0.5,2.43,84,0.0003,0.9997,0.5686,0.1132,0.9408,tail,0.3607,950894,0.6407,0.0013,0.0001,0.0011,824.23,503.35,320.88,0.867,64,153.3,172.8,2.395,4.4,96,28.8,502.4
20260905-143742-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:43.327655+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,sym_l2,p_star,0.0674,2.43,84,0.0003,0.9997,0.5686,0.1132,0.9408,tail,0.3607,950894,0.6406,0.0013,0.0001,0.0012,762.64,423.55,339.09,0.802,64,153.3,172.8,2.395,4.4,96,28.8,502.4
20260905-143742-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:43.327655+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,cost_l2,0.5,0.5,2.53,81,0.0003,0.9996,0.5676,0.1237,0.9427,tail,0.3607,950894,0.6407,0.0013,0.0001,0.0011,824.23,503.35,320.88,0.867,64,155.7,175.4,2.433,4.1,96,28.0,504.7
20260905-143742-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:43.327655+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,cost_l2,p_star,0.0674,2.53,81,0.0003,0.9996,0.5676,0.1237,0.9427,tail,0.3607,950894,0.6406,0.0013,0.0001,0.0012,767.12,423.55,343.56,0.807,64,155.7,175.4,2.433,4.1,96,28.0,504.7
20260905-143742-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:43.327655+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,always_keep,p_star,0.0674,0.0,0,,,,,,,,950894,0.0,0.6417,0.0,0.6417,182123.66,0.0,182123.66,191.529,,,,,,,,
20260905-143742-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:43.327655+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,always_drop,p_star,0.0674,0.0,0,,,,,,,,950894,1.0,0.3583,0.3583,0.0,1266626.35,1266626.35,0.0,1332.037,,,,,,,,
20260905-143753-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:53.744225+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,edc,lc128kz,sym_l2,0.5,0.5,0.33,1,0.1978,0.6227,0.9636,0.0255,0.4556,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,34.4,38.3,0.537,3.9,96,26.7,54.7
20260905-143753-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:53.744225+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,edc,lc128kz,sym_l2,p_star,0.0193,0.33,1,0.1978,0.6227,0.9636,0.0255,0.4556,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,34.4,38.3,0.537,3.9,96,26.7,54.7
20260905-143753-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:53.744225+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,edc,lc128kz,cost_l2,0.5,0.5,0.34,1,0.1985,0.7085,0.9604,-0.0256,0.4484,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,36.8,38.5,0.575,3.9,96,28.1,54.3
20260905-143753-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:53.744225+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,edc,lc128kz,cost_l2,p_star,0.0193,0.34,1,0.1985,0.7085,0.9604,-0.0256,0.4484,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,36.8,38.5,0.575,3.9,96,28.1,54.3
20260905-143753-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:53.744225+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,edc,lc128kz,always_keep,p_star,0.0193,0.0,0,,,,,,,,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,,,,,,,,
20260905-143753-m5p-train-lc128kz-qwen-awq,2026-09-05T14:37:53.744225+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,edc,lc128kz,always_drop,p_star,0.0193,0.0,0,,,,,,,,269970,1.0,0.7076,0.7076,0.0,2847309.17,2847309.17,0.0,10546.761,,,,,,,,
20260905-143756-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:57.346649+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,sym_l2,0.5,0.5,2.4,83,0.0003,0.9998,0.5544,0.2288,0.8523,tail,0.3607,950894,0.6404,0.0014,0.0001,0.0013,579.84,205.53,374.31,0.61,64,218.2,244.0,3.41,4.3,96,34.8,722.7
20260905-143756-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:57.346649+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,sym_l2,p_star,0.0674,2.4,83,0.0003,0.9998,0.5544,0.2288,0.8523,tail,0.3607,950894,0.6404,0.0014,0.0001,0.0013,579.84,205.53,374.31,0.61,64,218.2,244.0,3.41,4.3,96,34.8,722.7
20260905-143756-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:57.346649+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,cost_l2,0.5,0.5,2.7,87,0.0004,0.9998,0.5553,0.2222,0.8519,tail,0.3607,950894,0.6405,0.0013,0.0001,0.0013,564.64,209.14,355.5,0.594,64,213.0,241.4,3.328,4.6,96,34.3,717.4
20260905-143756-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:57.346649+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,cost_l2,p_star,0.0674,2.7,87,0.0004,0.9998,0.5553,0.2222,0.8519,tail,0.3607,950894,0.6399,0.0018,0.0,0.0018,636.54,131.79,504.75,0.669,64,213.0,241.4,3.328,4.6,96,34.3,717.4
20260905-143756-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:57.346649+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,always_keep,p_star,0.0674,0.0,0,,,,,,,,950894,0.0,0.6417,0.0,0.6417,182123.66,0.0,182123.66,191.529,,,,,,,,
20260905-143756-m5p-train-toolagent-qwen-awq,2026-09-05T14:37:57.346649+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,always_drop,p_star,0.0674,0.0,0,,,,,,,,950894,1.0,0.3583,0.3583,0.0,1266626.35,1266626.35,0.0,1332.037,,,,,,,,
20260905-143808-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:08.211630+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,static,lc128kz,sym_l2,0.5,0.5,0.33,1,0.176,0.6312,0.9738,0.2182,0.3518,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,34.8,40.6,0.544,4.3,96,26.2,52.7
20260905-143808-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:08.211630+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,static,lc128kz,sym_l2,p_star,0.0193,0.33,1,0.176,0.6312,0.9738,0.2182,0.3518,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,34.8,40.6,0.544,4.3,96,26.2,52.7
20260905-143808-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:08.211630+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,static,lc128kz,cost_l2,0.5,0.5,0.32,1,0.1754,0.631,0.9709,0.2212,0.3575,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,33.8,36.1,0.529,4.3,96,26.2,54.0
20260905-143808-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:08.211630+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,static,lc128kz,cost_l2,p_star,0.0193,0.32,1,0.1754,0.631,0.9709,0.2212,0.3575,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,33.8,36.1,0.529,4.3,96,26.2,54.0
20260905-143808-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:08.211630+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,static,lc128kz,always_keep,p_star,0.0193,0.0,0,,,,,,,,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,,,,,,,,
20260905-143808-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:08.211630+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,static,lc128kz,always_drop,p_star,0.0193,0.0,0,,,,,,,,269970,1.0,0.7076,0.7076,0.0,2847309.17,2847309.17,0.0,10546.761,,,,,,,,
20260905-143810-m5p-train-toolagent-qwen-awq,2026-09-05T14:38:12.138220+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,sym_l2,0.5,0.5,2.71,63,0.0006,0.9997,0.5714,0.0979,0.9406,tail,0.3607,950894,0.6406,0.0012,0.0001,0.0011,742.34,423.55,318.79,0.781,64,134.7,150.4,2.105,4.6,96,30.4,441.9
20260905-143810-m5p-train-toolagent-qwen-awq,2026-09-05T14:38:12.138220+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,sym_l2,p_star,0.0674,2.71,63,0.0006,0.9997,0.5714,0.0979,0.9406,tail,0.3607,950894,0.6406,0.0013,0.0001,0.0012,756.67,423.55,333.12,0.796,64,134.7,150.4,2.105,4.6,96,30.4,441.9
20260905-143810-m5p-train-toolagent-qwen-awq,2026-09-05T14:38:12.138220+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,cost_l2,0.5,0.5,2.76,67,0.0005,0.9997,0.5686,0.1121,0.9415,tail,0.3607,950894,0.6406,0.0012,0.0001,0.0011,743.83,423.55,320.28,0.782,64,137.3,151.3,2.146,4.9,96,32.9,448.0
20260905-143810-m5p-train-toolagent-qwen-awq,2026-09-05T14:38:12.138220+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,cost_l2,p_star,0.0674,2.76,67,0.0005,0.9997,0.5686,0.1121,0.9415,tail,0.3607,950894,0.6406,0.0013,0.0001,0.0012,758.46,423.55,334.91,0.798,64,137.3,151.3,2.146,4.9,96,32.9,448.0
20260905-143810-m5p-train-toolagent-qwen-awq,2026-09-05T14:38:12.138220+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,always_keep,p_star,0.0674,0.0,0,,,,,,,,950894,0.0,0.6417,0.0,0.6417,182123.66,0.0,182123.66,191.529,,,,,,,,
20260905-143810-m5p-train-toolagent-qwen-awq,2026-09-05T14:38:12.138220+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,always_drop,p_star,0.0674,0.0,0,,,,,,,,950894,1.0,0.3583,0.3583,0.0,1266626.35,1266626.35,0.0,1332.037,,,,,,,,
20260905-143823-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:23.278720+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas,lc128kz,sym_l2,0.5,0.5,0.43,1,0.1869,0.4824,0.9732,0.23,0.0842,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,35.2,38.7,0.549,4.6,96,26.2,57.9
20260905-143823-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:23.278720+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas,lc128kz,sym_l2,p_star,0.0193,0.43,1,0.1869,0.4824,0.9732,0.23,0.0842,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,35.2,38.7,0.549,4.6,96,26.2,57.9
