run_id,ts,trace,model_profile,device,window_accesses,k_deltas,n_train,n_calib,n_test,embargo_dropped,num_leaves,test_positive_rate,features_run,workload,label_mode,sample_rate,data_seed,feature_groups,test_trace,loss,threshold_rule,thr_median,train_seconds,best_iter,ece,auc,rmse_log_tau,spearman_positives,spearman_all,calib_split,calib_positive_rate,n,drop_rate,err_rate,fn_rate,fp_rate,cost_ms,cost_ms_fn,cost_ms_fp,cost_us_per_decision,lat_k,lat_median_us,lat_p90_us,lat_per_candidate_us,lat_loadavg_1m,lat_n_cpu,lat_k1_median_us,lat_k256_median_us
20260905-143823-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:23.278720+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas,lc128kz,cost_l2,0.5,0.5,0.44,1,0.1824,0.5252,0.9704,0.2705,0.0985,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,34.8,37.6,0.543,4.6,96,26.1,61.9
20260905-143823-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:23.278720+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas,lc128kz,cost_l2,p_star,0.0193,0.44,1,0.1824,0.5252,0.9704,0.2705,0.0985,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,34.8,37.6,0.543,4.6,96,26.1,61.9
20260905-143823-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:23.278720+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas,lc128kz,always_keep,p_star,0.0193,0.0,0,,,,,,,,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,,,,,,,,
20260905-143823-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:23.278720+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas,lc128kz,always_drop,p_star,0.0193,0.0,0,,,,,,,,269970,1.0,0.7076,0.7076,0.0,2847309.17,2847309.17,0.0,10546.761,,,,,,,,
20260905-143826-m5p-train-toolagent-qwen-awq,2026-09-05T14:38:27.782684+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,sym_l2,0.5,0.5,3.24,64,0.0004,0.9995,0.5685,0.1217,0.9421,tail,0.3607,950894,0.6407,0.0013,0.0001,0.0011,824.23,503.35,320.88,0.867,64,137.5,153.5,2.148,4.4,96,31.3,435.8
20260905-143826-m5p-train-toolagent-qwen-awq,2026-09-05T14:38:27.782684+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,sym_l2,p_star,0.0674,3.24,64,0.0004,0.9995,0.5685,0.1217,0.9421,tail,0.3607,950894,0.6407,0.0013,0.0001,0.0011,824.23,503.35,320.88,0.867,64,137.5,153.5,2.148,4.4,96,31.3,435.8
20260905-143826-m5p-train-toolagent-qwen-awq,2026-09-05T14:38:27.782684+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,cost_l2,0.5,0.5,3.38,64,0.0003,0.9996,0.5689,0.1141,0.9416,tail,0.3607,950894,0.6407,0.0013,0.0001,0.0011,824.23,503.35,320.88,0.867,64,140.3,154.0,2.192,4.2,96,30.7,439.2
20260905-143826-m5p-train-toolagent-qwen-awq,2026-09-05T14:38:27.782684+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,cost_l2,p_star,0.0674,3.38,64,0.0003,0.9996,0.5689,0.1141,0.9416,tail,0.3607,950894,0.6407,0.0013,0.0001,0.0011,824.23,503.35,320.88,0.867,64,140.3,154.0,2.192,4.2,96,30.7,439.2
20260905-143826-m5p-train-toolagent-qwen-awq,2026-09-05T14:38:27.782684+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,always_keep,p_star,0.0674,0.0,0,,,,,,,,950894,0.0,0.6417,0.0,0.6417,182123.66,0.0,182123.66,191.529,,,,,,,,
20260905-143826-m5p-train-toolagent-qwen-awq,2026-09-05T14:38:27.782684+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,always_drop,p_star,0.0674,0.0,0,,,,,,,,950894,1.0,0.3583,0.3583,0.0,1266626.35,1266626.35,0.0,1332.037,,,,,,,,
20260905-143840-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:40.552400+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc,lc128kz,sym_l2,0.5,0.5,0.59,1,0.1887,0.5,0.969,0.1277,0.2476,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,37.2,42.6,0.581,4.1,96,26.5,64.6
20260905-143840-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:40.552400+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc,lc128kz,sym_l2,p_star,0.0193,0.59,1,0.1887,0.5,0.969,0.1277,0.2476,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,37.2,42.6,0.581,4.1,96,26.5,64.6
20260905-143840-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:40.552400+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc,lc128kz,cost_l2,0.5,0.5,0.61,1,0.2075,0.6132,0.9639,0.2083,0.3359,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,36.3,39.4,0.566,4.1,96,26.4,62.4
20260905-143840-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:40.552400+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc,lc128kz,cost_l2,p_star,0.0193,0.61,1,0.2075,0.6132,0.9639,0.2083,0.3359,tail,0.8963,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,64,36.3,39.4,0.566,4.1,96,26.4,62.4
20260905-143840-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:40.552400+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc,lc128kz,always_keep,p_star,0.0193,0.0,0,,,,,,,,269970,0.0,0.2924,0.0,0.2924,23564.19,0.0,23564.19,87.284,,,,,,,,
20260905-143840-m5p-train-lc128kz-qwen-awq,2026-09-05T14:38:40.552400+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc,lc128kz,always_drop,p_star,0.0193,0.0,0,,,,,,,,269970,1.0,0.7076,0.7076,0.0,2847309.17,2847309.17,0.0,10546.761,,,,,,,,
20260905-144009-m5p-train-lc32ks-qwen-awq,2026-09-05T14:40:10.132980+08:00,lc32ks,qwen-awq,nvme,102702,16,854824,150852,435431,10329,63,0.8017,20260905-143910-m5p-feat-lc32ks-qwen-awq,longctx-session,censored,0.25,1234,history+deltas+edc+static,lc32ks,sym_l2,0.5,0.5,1.36,16,0.0566,0.5947,1.1422,0.0047,0.0936,tail,0.8541,435431,0.0233,0.1801,0.0026,0.1776,30012.82,6935.18,23077.64,68.927,64,113.2,122.1,1.769,1.7,96,31.2,331.1
20260905-144009-m5p-train-lc32ks-qwen-awq,2026-09-05T14:40:10.132980+08:00,lc32ks,qwen-awq,nvme,102702,16,854824,150852,435431,10329,63,0.8017,20260905-143910-m5p-feat-lc32ks-qwen-awq,longctx-session,censored,0.25,1234,history+deltas+edc+static,lc32ks,sym_l2,p_star,0.0459,1.36,16,0.0566,0.5947,1.1422,0.0047,0.0936,tail,0.8541,435431,0.0184,0.18,0.0,0.18,23388.67,0.0,23388.67,53.714,64,113.2,122.1,1.769,1.7,96,31.2,331.1
20260905-144009-m5p-train-lc32ks-qwen-awq,2026-09-05T14:40:10.132980+08:00,lc32ks,qwen-awq,nvme,102702,16,854824,150852,435431,10329,63,0.8017,20260905-143910-m5p-feat-lc32ks-qwen-awq,longctx-session,censored,0.25,1234,history+deltas+edc+static,lc32ks,cost_l2,0.5,0.5,1.39,17,0.0611,0.5677,1.1491,-0.0229,0.0539,tail,0.8541,435431,0.0218,0.181,0.0022,0.1787,29240.8,6010.03,23230.77,67.154,64,125.3,133.8,1.958,1.8,96,30.8,367.7
20260905-144009-m5p-train-lc32ks-qwen-awq,2026-09-05T14:40:10.132980+08:00,lc32ks,qwen-awq,nvme,102702,16,854824,150852,435431,10329,63,0.8017,20260905-143910-m5p-feat-lc32ks-qwen-awq,longctx-session,censored,0.25,1234,history+deltas+edc+static,lc32ks,cost_l2,p_star,0.0459,1.39,17,0.0611,0.5677,1.1491,-0.0229,0.0539,tail,0.8541,435431,0.0207,0.1798,0.0011,0.1787,26181.49,2950.72,23230.77,60.128,64,125.3,133.8,1.958,1.8,96,30.8,367.7
20260905-144009-m5p-train-lc32ks-qwen-awq,2026-09-05T14:40:10.132980+08:00,lc32ks,qwen-awq,nvme,102702,16,854824,150852,435431,10329,63,0.8017,20260905-143910-m5p-feat-lc32ks-qwen-awq,longctx-session,censored,0.25,1234,history+deltas+edc+static,lc32ks,always_keep,p_star,0.0459,0.0,0,,,,,,,,435431,0.0,0.1983,0.0,0.1983,25774.82,0.0,25774.82,59.194,,,,,,,,
20260905-144009-m5p-train-lc32ks-qwen-awq,2026-09-05T14:40:10.132980+08:00,lc32ks,qwen-awq,nvme,102702,16,854824,150852,435431,10329,63,0.8017,20260905-143910-m5p-feat-lc32ks-qwen-awq,longctx-session,censored,0.25,1234,history+deltas+edc+static,lc32ks,always_drop,p_star,0.0459,0.0,0,,,,,,,,435431,1.0,0.8017,0.8017,0.0,2148408.64,2148408.64,0.0,4933.982,,,,,,,,
20260905-144016-m5p-train-lc32ks-qwen-awq,2026-09-05T14:40:16.998793+08:00,lc32ks,qwen-awq,nvme,102702,16,854824,150852,435431,10329,7,0.8017,20260905-143910-m5p-feat-lc32ks-qwen-awq,longctx-session,censored,0.25,1234,history+deltas+edc+static,lc32ks,sym_l2,0.5,0.5,0.97,29,0.0582,0.5763,1.1362,0.0099,0.0904,tail,0.8541,435431,0.0184,0.18,0.0,0.18,23388.67,0.0,23388.67,53.714,64,68.3,75.1,1.066,2.3,96,32.2,174.0
20260905-144016-m5p-train-lc32ks-qwen-awq,2026-09-05T14:40:16.998793+08:00,lc32ks,qwen-awq,nvme,102702,16,854824,150852,435431,10329,7,0.8017,20260905-143910-m5p-feat-lc32ks-qwen-awq,longctx-session,censored,0.25,1234,history+deltas+edc+static,lc32ks,sym_l2,p_star,0.0459,0.97,29,0.0582,0.5763,1.1362,0.0099,0.0904,tail,0.8541,435431,0.0184,0.18,0.0,0.18,23388.67,0.0,23388.67,53.714,64,68.3,75.1,1.066,2.3,96,32.2,174.0
20260905-144016-m5p-train-lc32ks-qwen-awq,2026-09-05T14:40:16.998793+08:00,lc32ks,qwen-awq,nvme,102702,16,854824,150852,435431,10329,7,0.8017,20260905-143910-m5p-feat-lc32ks-qwen-awq,longctx-session,censored,0.25,1234,history+deltas+edc+static,lc32ks,cost_l2,0.5,0.5,0.96,26,0.0529,0.5882,1.1341,-0.0157,0.0832,tail,0.8541,435431,0.0184,0.18,0.0,0.18,23388.67,0.0,23388.67,53.714,64,63.6,68.8,0.993,2.3,96,30.1,162.6
20260905-144016-m5p-train-lc32ks-qwen-awq,2026-09-05T14:40:16.998793+08:00,lc32ks,qwen-awq,nvme,102702,16,854824,150852,435431,10329,7,0.8017,20260905-143910-m5p-feat-lc32ks-qwen-awq,longctx-session,censored,0.25,1234,history+deltas+edc+static,lc32ks,cost_l2,p_star,0.0459,0.96,26,0.0529,0.5882,1.1341,-0.0157,0.0832,tail,0.8541,435431,0.0184,0.18,0.0,0.18,23388.67,0.0,23388.67,53.714,64,63.6,68.8,0.993,2.3,96,30.1,162.6
20260905-144016-m5p-train-lc32ks-qwen-awq,2026-09-05T14:40:16.998793+08:00,lc32ks,qwen-awq,nvme,102702,16,854824,150852,435431,10329,7,0.8017,20260905-143910-m5p-feat-lc32ks-qwen-awq,longctx-session,censored,0.25,1234,history+deltas+edc+static,lc32ks,always_keep,p_star,0.0459,0.0,0,,,,,,,,435431,0.0,0.1983,0.0,0.1983,25774.82,0.0,25774.82,59.194,,,,,,,,
20260905-144016-m5p-train-lc32ks-qwen-awq,2026-09-05T14:40:16.998793+08:00,lc32ks,qwen-awq,nvme,102702,16,854824,150852,435431,10329,7,0.8017,20260905-143910-m5p-feat-lc32ks-qwen-awq,longctx-session,censored,0.25,1234,history+deltas+edc+static,lc32ks,always_drop,p_star,0.0459,0.0,0,,,,,,,,435431,1.0,0.8017,0.8017,0.0,2148408.64,2148408.64,0.0,4933.982,,,,,,,,
