run_id,ts,trace,model_profile,device,window_accesses,k_deltas,n_train,n_calib,n_test,embargo_dropped,num_leaves,test_positive_rate,features_run,workload,label_mode,sample_rate,data_seed,feature_groups,test_trace,loss,threshold_rule,pos_lo,pos_hi,kappa_median,p_star_median,positive_rate,n,cm_drop_correct,cm_drop_wrong,cm_keep_correct,cm_keep_wrong,precision_drop,recall_drop,drop_rate,err_rate,fn_rate,fp_rate,cost_ms,cost_ms_fn,cost_ms_fp,cost_us_per_decision
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.5,0,4096,11.98,0.077,0.6089,407920,158493,76,248314,1037,0.9995,0.9935,0.3887,0.0027,0.0002,0.0025,577.9,268.36,309.54,1.417
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.5,4096,8192,14.21,0.0657,0.3982,231913,139516,53,92306,38,0.9996,0.9997,0.6018,0.0004,0.0002,0.0002,246.33,234.99,11.34,1.062
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.5,8192,16384,17.76,0.0533,0.0,136556,136556,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.5,16384,32768,24.12,0.0398,0.0,103773,103773,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.5,32768,65536,37.19,0.0262,0.0,57231,57231,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.5,65536,131072,59.0,0.0167,0.0,13501,13501,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,p_star,0,4096,11.98,0.077,0.6089,407920,158477,76,248314,1053,0.9995,0.9934,0.3887,0.0028,0.0002,0.0026,582.67,268.36,314.31,1.428
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,p_star,4096,8192,14.21,0.0657,0.3982,231913,139516,53,92306,38,0.9996,0.9997,0.6018,0.0004,0.0002,0.0002,246.33,234.99,11.34,1.062
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,p_star,8192,16384,17.76,0.0533,0.0,136556,136556,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,p_star,16384,32768,24.12,0.0398,0.0,103773,103773,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,p_star,32768,65536,37.19,0.0262,0.0,57231,57231,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,p_star,65536,131072,59.0,0.0167,0.0,13501,13501,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.5,0,4096,11.98,0.077,0.6089,407920,158493,76,248314,1037,0.9995,0.9935,0.3887,0.0027,0.0002,0.0025,577.9,268.36,309.54,1.417
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.5,4096,8192,14.21,0.0657,0.3982,231913,139516,53,92306,38,0.9996,0.9997,0.6018,0.0004,0.0002,0.0002,246.33,234.99,11.34,1.062
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.5,8192,16384,17.76,0.0533,0.0,136556,136556,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.5,16384,32768,24.12,0.0398,0.0,103773,103773,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.5,32768,65536,37.19,0.0262,0.0,57231,57231,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.5,65536,131072,59.0,0.0167,0.0,13501,13501,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,p_star,0,4096,11.98,0.077,0.6089,407920,158477,76,248314,1053,0.9995,0.9934,0.3887,0.0028,0.0002,0.0026,582.67,268.36,314.31,1.428
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,p_star,4096,8192,14.21,0.0657,0.3982,231913,139516,53,92306,38,0.9996,0.9997,0.6018,0.0004,0.0002,0.0002,246.33,234.99,11.34,1.062
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,p_star,8192,16384,17.76,0.0533,0.0,136556,136556,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,p_star,16384,32768,24.12,0.0398,0.0,103773,103773,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,p_star,32768,65536,37.19,0.0262,0.0,57231,57231,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213110-m5p-train-toolagent-qwen-awq,2026-09-05T21:31:12.729546+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,p_star,65536,131072,59.0,0.0167,0.0,13501,13501,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,sym_l2,0.5,0,4096,11.93,0.0774,0.1569,194718,164091,78,30482,67,0.9995,0.9996,0.8431,0.0007,0.0004,0.0003,294.56,274.56,20.0,1.513
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,sym_l2,0.5,4096,8192,14.41,0.0649,0.0,126031,125951,0,0,80,1.0,0.9994,0.9994,0.0006,0.0,0.0006,23.88,0.0,23.88,0.189
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,sym_l2,0.5,8192,16384,17.8,0.0532,0.0,151688,151583,0,0,105,1.0,0.9993,0.9993,0.0007,0.0,0.0007,31.34,0.0,31.34,0.207
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,sym_l2,0.5,16384,32768,24.16,0.0397,0.0,118092,118092,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,sym_l2,0.5,32768,65536,37.31,0.0261,0.0,67704,67704,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,sym_l2,0.5,65536,131072,59.4,0.0166,0.0,19986,19986,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,sym_l2,p_star,0,4096,11.93,0.0774,0.1569,194718,164091,78,30482,67,0.9995,0.9996,0.8431,0.0007,0.0004,0.0003,294.56,274.56,20.0,1.513
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,sym_l2,p_star,4096,8192,14.41,0.0649,0.0,126031,125951,0,0,80,1.0,0.9994,0.9994,0.0006,0.0,0.0006,23.88,0.0,23.88,0.189
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,sym_l2,p_star,8192,16384,17.8,0.0532,0.0,151688,151583,0,0,105,1.0,0.9993,0.9993,0.0007,0.0,0.0007,31.34,0.0,31.34,0.207
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,sym_l2,p_star,16384,32768,24.16,0.0397,0.0,118092,118092,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,sym_l2,p_star,32768,65536,37.31,0.0261,0.0,67704,67704,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,sym_l2,p_star,65536,131072,59.4,0.0166,0.0,19986,19986,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,cost_l2,0.5,0,4096,11.93,0.0774,0.1569,194718,164091,78,30482,67,0.9995,0.9996,0.8431,0.0007,0.0004,0.0003,294.56,274.56,20.0,1.513
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,cost_l2,0.5,4096,8192,14.41,0.0649,0.0,126031,125951,0,0,80,1.0,0.9994,0.9994,0.0006,0.0,0.0006,23.88,0.0,23.88,0.189
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,cost_l2,0.5,8192,16384,17.8,0.0532,0.0,151688,151583,0,0,105,1.0,0.9993,0.9993,0.0007,0.0,0.0007,31.34,0.0,31.34,0.207
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,cost_l2,0.5,16384,32768,24.16,0.0397,0.0,118092,118092,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,cost_l2,0.5,32768,65536,37.31,0.0261,0.0,67704,67704,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,cost_l2,0.5,65536,131072,59.4,0.0166,0.0,19986,19986,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,cost_l2,p_star,0,4096,11.93,0.0774,0.1569,194718,164091,78,30482,67,0.9995,0.9996,0.8431,0.0007,0.0004,0.0003,294.56,274.56,20.0,1.513
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,cost_l2,p_star,4096,8192,14.41,0.0649,0.0,126031,125951,0,0,80,1.0,0.9994,0.9994,0.0006,0.0,0.0006,23.88,0.0,23.88,0.189
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,cost_l2,p_star,8192,16384,17.8,0.0532,0.0,151688,151583,0,0,105,1.0,0.9993,0.9993,0.0007,0.0,0.0007,31.34,0.0,31.34,0.207
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,cost_l2,p_star,16384,32768,24.16,0.0397,0.0,118092,118092,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,cost_l2,p_star,32768,65536,37.31,0.0261,0.0,67704,67704,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213131-m5p-train-conversation-qwen-awq,2026-09-05T21:31:32.309040+08:00,conversation,qwen-awq,nvme,17117,16,1341713,236773,678219,4022,63,0.0451,20260905-142918-m5p-feat-conversation-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,conversation,cost_l2,p_star,65536,131072,59.4,0.0166,0.0,19986,19986,0,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260905-213151-m5p-train-lc128kz-qwen-awq,2026-09-05T21:31:51.719872+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.5,0,4096,12.09,0.0764,0.7188,8192,0,0,5888,2304,nan,0.0,0.0,0.2812,0.0,0.2812,687.73,0.0,687.73,83.951
20260905-213151-m5p-train-lc128kz-qwen-awq,2026-09-05T21:31:51.719872+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.5,4096,8192,14.53,0.0644,0.7188,8192,0,0,5888,2304,nan,0.0,0.0,0.2812,0.0,0.2812,687.73,0.0,687.73,83.951
20260905-213151-m5p-train-lc128kz-qwen-awq,2026-09-05T21:31:51.719872+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.5,8192,16384,18.19,0.0521,0.7188,16384,0,0,11776,4608,nan,0.0,0.0,0.2812,0.0,0.2812,1375.45,0.0,1375.45,83.951
20260905-213151-m5p-train-lc128kz-qwen-awq,2026-09-05T21:31:51.719872+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.5,16384,32768,25.5,0.0377,0.7188,32768,0,0,23552,9216,nan,0.0,0.0,0.2812,0.0,0.2812,2750.91,0.0,2750.91,83.951
20260905-213151-m5p-train-lc128kz-qwen-awq,2026-09-05T21:31:51.719872+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.5,32768,65536,40.24,0.0242,0.7221,66329,0,0,47897,18432,nan,0.0,0.0,0.2779,0.0,0.2779,5501.81,0.0,5501.81,82.947
20260905-213151-m5p-train-lc128kz-qwen-awq,2026-09-05T21:31:51.719872+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.5,65536,131072,69.09,0.0143,0.7226,132889,0,0,96025,36864,nan,0.0,0.0,0.2774,0.0,0.2774,11003.62,0.0,11003.62,82.803
20260905-213151-m5p-train-lc128kz-qwen-awq,2026-09-05T21:31:51.719872+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.5,131072,1000000000,89.64,0.011,0.0,5216,0,0,0,5216,nan,0.0,0.0,1.0,0.0,1.0,1556.94,0.0,1556.94,298.492
20260905-213151-m5p-train-lc128kz-qwen-awq,2026-09-05T21:31:51.719872+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,p_star,0,4096,12.09,0.0764,0.7188,8192,0,0,5888,2304,nan,0.0,0.0,0.2812,0.0,0.2812,687.73,0.0,687.73,83.951
20260905-213151-m5p-train-lc128kz-qwen-awq,2026-09-05T21:31:51.719872+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,p_star,4096,8192,14.53,0.0644,0.7188,8192,0,0,5888,2304,nan,0.0,0.0,0.2812,0.0,0.2812,687.73,0.0,687.73,83.951
20260905-213151-m5p-train-lc128kz-qwen-awq,2026-09-05T21:31:51.719872+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,p_star,8192,16384,18.19,0.0521,0.7188,16384,0,0,11776,4608,nan,0.0,0.0,0.2812,0.0,0.2812,1375.45,0.0,1375.45,83.951
20260905-213151-m5p-train-lc128kz-qwen-awq,2026-09-05T21:31:51.719872+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,p_star,16384,32768,25.5,0.0377,0.7188,32768,0,0,23552,9216,nan,0.0,0.0,0.2812,0.0,0.2812,2750.91,0.0,2750.91,83.951
20260905-213151-m5p-train-lc128kz-qwen-awq,2026-09-05T21:31:51.719872+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,p_star,32768,65536,40.24,0.0242,0.7221,66329,0,0,47897,18432,nan,0.0,0.0,0.2779,0.0,0.2779,5501.81,0.0,5501.81,82.947
