run_id,ts,trace,model_profile,device,window_accesses,k_deltas,n_train,n_calib,n_test,embargo_dropped,num_leaves,test_positive_rate,features_run,workload,label_mode,sample_rate,data_seed,feature_groups,test_trace,loss,bin_lo,bin_hi,n,mean_p_hat,empirical_rate,gap
20260905-213233-m5p-train-toolagent-qwen-awq,2026-09-05T21:32:35.308763+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-143055-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.2667,0.3333,90488,0.3032,0.2625,-0.0407
20260905-213233-m5p-train-toolagent-qwen-awq,2026-09-05T21:32:35.308763+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-143055-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.3333,0.4,81440,0.37,0.3505,-0.0195
20260905-213233-m5p-train-toolagent-qwen-awq,2026-09-05T21:32:35.308763+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-143055-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.4,0.4667,635,0.4454,0.0803,-0.365
20260905-213233-m5p-train-toolagent-qwen-awq,2026-09-05T21:32:35.308763+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-143055-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.4667,0.5333,36429,0.5171,0.4578,-0.0593
20260905-213233-m5p-train-toolagent-qwen-awq,2026-09-05T21:32:35.308763+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-143055-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.6667,0.7333,2425,0.6941,0.1856,-0.5085
20260905-213233-m5p-train-toolagent-qwen-awq,2026-09-05T21:32:35.308763+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-143055-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.7333,0.8,75,0.76,0.0,-0.76
20260905-213233-m5p-train-toolagent-qwen-awq,2026-09-05T21:32:35.308763+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-143055-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.8,0.8667,3175,0.8443,0.1893,-0.655
20260905-213233-m5p-train-toolagent-qwen-awq,2026-09-05T21:32:35.308763+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-143055-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.9333,1.0,328446,1.0,0.9954,-0.0046
20260905-213252-m5p-train-toolagent-qwen-awq,2026-09-05T21:32:53.054379+08:00,toolagent,qwen-awq,nvme,17117,16,377032,66536,190405,708,63,0.3604,20260905-143102-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.05,1234,history+deltas+edc+static,toolagent,sym_l2,0.0,0.0667,121609,0.0001,0.0002,0.0002
20260905-213252-m5p-train-toolagent-qwen-awq,2026-09-05T21:32:53.054379+08:00,toolagent,qwen-awq,nvme,17117,16,377032,66536,190405,708,63,0.3604,20260905-143102-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.05,1234,history+deltas+edc+static,toolagent,sym_l2,0.8667,0.9333,1,0.9022,1.0,0.0978
20260905-213252-m5p-train-toolagent-qwen-awq,2026-09-05T21:32:53.054379+08:00,toolagent,qwen-awq,nvme,17117,16,377032,66536,190405,708,63,0.3604,20260905-143102-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.05,1234,history+deltas+edc+static,toolagent,sym_l2,0.9333,1.0,68795,0.9963,0.997,0.0007
20260905-213252-m5p-train-toolagent-qwen-awq,2026-09-05T21:32:53.054379+08:00,toolagent,qwen-awq,nvme,17117,16,377032,66536,190405,708,63,0.3604,20260905-143102-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.05,1234,history+deltas+edc+static,toolagent,cost_l2,0.0,0.0667,121609,0.0001,0.0002,0.0002
20260905-213252-m5p-train-toolagent-qwen-awq,2026-09-05T21:32:53.054379+08:00,toolagent,qwen-awq,nvme,17117,16,377032,66536,190405,708,63,0.3604,20260905-143102-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.05,1234,history+deltas+edc+static,toolagent,cost_l2,0.8667,0.9333,4,0.9127,1.0,0.0873
20260905-213252-m5p-train-toolagent-qwen-awq,2026-09-05T21:32:53.054379+08:00,toolagent,qwen-awq,nvme,17117,16,377032,66536,190405,708,63,0.3604,20260905-143102-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.05,1234,history+deltas+edc+static,toolagent,cost_l2,0.9333,1.0,68792,0.9963,0.997,0.0007
20260905-213258-m5p-train-toolagent-qwen-awq,2026-09-05T21:33:06.273867+08:00,toolagent,qwen-awq,nvme,17117,16,7532792,1329317,3803285,12220,63,0.3584,20260905-143110-m5p-feat-toolagent-qwen-awq,mooncake,censored,1.0,1234,history+deltas+edc+static,toolagent,sym_l2,0.0,0.0667,2436019,0.0001,0.0002,0.0001
20260905-213258-m5p-train-toolagent-qwen-awq,2026-09-05T21:33:06.273867+08:00,toolagent,qwen-awq,nvme,17117,16,7532792,1329317,3803285,12220,63,0.3584,20260905-143110-m5p-feat-toolagent-qwen-awq,mooncake,censored,1.0,1234,history+deltas+edc+static,toolagent,sym_l2,0.4,0.4667,96,0.4121,0.0,-0.4121
20260905-213258-m5p-train-toolagent-qwen-awq,2026-09-05T21:33:06.273867+08:00,toolagent,qwen-awq,nvme,17117,16,7532792,1329317,3803285,12220,63,0.3584,20260905-143110-m5p-feat-toolagent-qwen-awq,mooncake,censored,1.0,1234,history+deltas+edc+static,toolagent,sym_l2,0.8667,0.9333,22,0.9159,1.0,0.0841
20260905-213258-m5p-train-toolagent-qwen-awq,2026-09-05T21:33:06.273867+08:00,toolagent,qwen-awq,nvme,17117,16,7532792,1329317,3803285,12220,63,0.3584,20260905-143110-m5p-feat-toolagent-qwen-awq,mooncake,censored,1.0,1234,history+deltas+edc+static,toolagent,sym_l2,0.9333,1.0,1367148,0.9961,0.9968,0.0007
20260905-213258-m5p-train-toolagent-qwen-awq,2026-09-05T21:33:06.273867+08:00,toolagent,qwen-awq,nvme,17117,16,7532792,1329317,3803285,12220,63,0.3584,20260905-143110-m5p-feat-toolagent-qwen-awq,mooncake,censored,1.0,1234,history+deltas+edc+static,toolagent,cost_l2,0.0,0.0667,2435974,0.0001,0.0002,0.0001
20260905-213258-m5p-train-toolagent-qwen-awq,2026-09-05T21:33:06.273867+08:00,toolagent,qwen-awq,nvme,17117,16,7532792,1329317,3803285,12220,63,0.3584,20260905-143110-m5p-feat-toolagent-qwen-awq,mooncake,censored,1.0,1234,history+deltas+edc+static,toolagent,cost_l2,0.0667,0.1333,45,0.1059,0.0,-0.1059
20260905-213258-m5p-train-toolagent-qwen-awq,2026-09-05T21:33:06.273867+08:00,toolagent,qwen-awq,nvme,17117,16,7532792,1329317,3803285,12220,63,0.3584,20260905-143110-m5p-feat-toolagent-qwen-awq,mooncake,censored,1.0,1234,history+deltas+edc+static,toolagent,cost_l2,0.2667,0.3333,96,0.3169,0.0,-0.3169
20260905-213258-m5p-train-toolagent-qwen-awq,2026-09-05T21:33:06.273867+08:00,toolagent,qwen-awq,nvme,17117,16,7532792,1329317,3803285,12220,63,0.3584,20260905-143110-m5p-feat-toolagent-qwen-awq,mooncake,censored,1.0,1234,history+deltas+edc+static,toolagent,cost_l2,0.8667,0.9333,23,0.878,1.0,0.122
20260905-213258-m5p-train-toolagent-qwen-awq,2026-09-05T21:33:06.273867+08:00,toolagent,qwen-awq,nvme,17117,16,7532792,1329317,3803285,12220,63,0.3584,20260905-143110-m5p-feat-toolagent-qwen-awq,mooncake,censored,1.0,1234,history+deltas+edc+static,toolagent,cost_l2,0.9333,1.0,1367147,0.9961,0.9968,0.0006
20260905-213406-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:08.570692+08:00,toolagent,qwen-awq,nvme,17117,16,1884254,332516,951437,3248,63,0.3579,20260905-143119-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,7,history+deltas+edc+static,toolagent,sym_l2,0.0,0.0667,609928,0.0001,0.0002,0.0001
20260905-213406-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:08.570692+08:00,toolagent,qwen-awq,nvme,17117,16,1884254,332516,951437,3248,63,0.3579,20260905-143119-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,7,history+deltas+edc+static,toolagent,sym_l2,0.9333,1.0,341509,0.9964,0.9967,0.0004
20260905-213406-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:08.570692+08:00,toolagent,qwen-awq,nvme,17117,16,1884254,332516,951437,3248,63,0.3579,20260905-143119-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,7,history+deltas+edc+static,toolagent,cost_l2,0.0,0.0667,610011,0.0001,0.0002,0.0001
20260905-213406-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:08.570692+08:00,toolagent,qwen-awq,nvme,17117,16,1884254,332516,951437,3248,63,0.3579,20260905-143119-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,7,history+deltas+edc+static,toolagent,cost_l2,0.2667,0.3333,17,0.2999,0.0,-0.2999
20260905-213406-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:08.570692+08:00,toolagent,qwen-awq,nvme,17117,16,1884254,332516,951437,3248,63,0.3579,20260905-143119-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,7,history+deltas+edc+static,toolagent,cost_l2,0.4667,0.5333,14,0.5287,1.0,0.4713
20260905-213406-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:08.570692+08:00,toolagent,qwen-awq,nvme,17117,16,1884254,332516,951437,3248,63,0.3579,20260905-143119-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,7,history+deltas+edc+static,toolagent,cost_l2,0.8,0.8667,7,0.8164,1.0,0.1836
20260905-213406-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:08.570692+08:00,toolagent,qwen-awq,nvme,17117,16,1884254,332516,951437,3248,63,0.3579,20260905-143119-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,7,history+deltas+edc+static,toolagent,cost_l2,0.9333,1.0,341388,0.9965,0.997,0.0005
20260905-213424-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:26.225474+08:00,toolagent,qwen-awq,nvme,17117,16,1883279,332344,951003,3382,63,0.3592,20260905-143127-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,99,history+deltas+edc+static,toolagent,sym_l2,0.0,0.0667,608314,0.0001,0.0002,0.0002
20260905-213424-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:26.225474+08:00,toolagent,qwen-awq,nvme,17117,16,1883279,332344,951003,3382,63,0.3592,20260905-143127-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,99,history+deltas+edc+static,toolagent,sym_l2,0.1333,0.2,22,0.1994,0.0,-0.1994
20260905-213424-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:26.225474+08:00,toolagent,qwen-awq,nvme,17117,16,1883279,332344,951003,3382,63,0.3592,20260905-143127-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,99,history+deltas+edc+static,toolagent,sym_l2,0.8,0.8667,2,0.8282,1.0,0.1718
20260905-213424-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:26.225474+08:00,toolagent,qwen-awq,nvme,17117,16,1883279,332344,951003,3382,63,0.3592,20260905-143127-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,99,history+deltas+edc+static,toolagent,sym_l2,0.8667,0.9333,16,0.9136,1.0,0.0864
20260905-213424-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:26.225474+08:00,toolagent,qwen-awq,nvme,17117,16,1883279,332344,951003,3382,63,0.3592,20260905-143127-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,99,history+deltas+edc+static,toolagent,sym_l2,0.9333,1.0,342649,0.9961,0.9965,0.0004
20260905-213424-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:26.225474+08:00,toolagent,qwen-awq,nvme,17117,16,1883279,332344,951003,3382,63,0.3592,20260905-143127-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,99,history+deltas+edc+static,toolagent,cost_l2,0.0,0.0667,608336,0.0001,0.0002,0.0002
20260905-213424-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:26.225474+08:00,toolagent,qwen-awq,nvme,17117,16,1883279,332344,951003,3382,63,0.3592,20260905-143127-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,99,history+deltas+edc+static,toolagent,cost_l2,0.9333,1.0,342667,0.996,0.9965,0.0005
20260905-213442-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:44.298601+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-143134-m5p-feat-toolagent-qwen-awq,mooncake,uncensored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.0,0.0667,609199,0.0001,0.0002,0.0001
20260905-213442-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:44.298601+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-143134-m5p-feat-toolagent-qwen-awq,mooncake,uncensored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.9333,1.0,341695,0.9961,0.9969,0.0008
20260905-213442-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:44.298601+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-143134-m5p-feat-toolagent-qwen-awq,mooncake,uncensored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.0,0.0667,609183,0.0001,0.0002,0.0001
20260905-213442-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:44.298601+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-143134-m5p-feat-toolagent-qwen-awq,mooncake,uncensored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.0667,0.1333,16,0.0911,0.0,-0.0911
20260905-213442-m5p-train-toolagent-qwen-awq,2026-09-05T21:34:44.298601+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-143134-m5p-feat-toolagent-qwen-awq,mooncake,uncensored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.9333,1.0,341695,0.9962,0.9969,0.0006
20260905-213501-m5p-train-lc128kz-qwen-awq,2026-09-05T21:35:02.015517+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143045-m5p-feat-lc128kz-qwen-awq,longctx-zipf,uncensored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.0,0.0667,37696,0.0,0.2173,0.2173
20260905-213501-m5p-train-lc128kz-qwen-awq,2026-09-05T21:35:02.015517+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143045-m5p-feat-lc128kz-qwen-awq,longctx-zipf,uncensored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.2667,0.3333,310,0.3284,0.0,-0.3284
20260905-213501-m5p-train-lc128kz-qwen-awq,2026-09-05T21:35:02.015517+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143045-m5p-feat-lc128kz-qwen-awq,longctx-zipf,uncensored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.8667,0.9333,231964,0.9047,0.7882,-0.1165
20260905-213501-m5p-train-lc128kz-qwen-awq,2026-09-05T21:35:02.015517+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143045-m5p-feat-lc128kz-qwen-awq,longctx-zipf,uncensored,1.0,1234,history+deltas+edc+static,lc128kz,cost_l2,0.0,0.0667,37696,0.0,0.2173,0.2173
20260905-213501-m5p-train-lc128kz-qwen-awq,2026-09-05T21:35:02.015517+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143045-m5p-feat-lc128kz-qwen-awq,longctx-zipf,uncensored,1.0,1234,history+deltas+edc+static,lc128kz,cost_l2,0.8667,0.9333,232274,0.9043,0.7871,-0.1171
20260905-213505-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:07.524704+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,7,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.0,0.0667,609183,0.0001,0.0002,0.0001
20260905-213505-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:07.524704+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,7,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.2,0.2667,16,0.2399,0.0,-0.2399
20260905-213505-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:07.524704+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,7,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.9333,1.0,341695,0.9963,0.9969,0.0006
20260905-213505-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:07.524704+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,7,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.0,0.0667,609158,0.0001,0.0002,0.0001
20260905-213505-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:07.524704+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,7,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.0667,0.1333,25,0.0905,0.0,-0.0905
20260905-213505-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:07.524704+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,7,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.2,0.2667,16,0.2572,0.0,-0.2572
20260905-213505-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:07.524704+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,7,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.8667,0.9333,10,0.9216,1.0,0.0784
20260905-213505-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:07.524704+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,7,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.9333,1.0,341685,0.9961,0.9969,0.0007
20260905-213522-m5p-train-lc128kz-qwen-awq,2026-09-05T21:35:22.499062+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,7,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.8667,0.9333,234592,0.8855,0.6635,-0.222
20260905-213522-m5p-train-lc128kz-qwen-awq,2026-09-05T21:35:22.499062+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,7,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.9333,1.0,35378,0.9887,1.0,0.0113
20260905-213522-m5p-train-lc128kz-qwen-awq,2026-09-05T21:35:22.499062+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,7,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,cost_l2,0.8667,0.9333,234592,0.8855,0.6635,-0.222
20260905-213522-m5p-train-lc128kz-qwen-awq,2026-09-05T21:35:22.499062+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,7,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,cost_l2,0.9333,1.0,35378,0.9886,1.0,0.0114
20260905-213526-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:27.738820+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.0,0.0667,609199,0.0001,0.0002,0.0001
20260905-213526-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:27.738820+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.7333,0.8,2,0.786,1.0,0.214
20260905-213526-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:27.738820+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.8667,0.9333,2,0.9285,1.0,0.0715
20260905-213526-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:27.738820+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,sym_l2,0.9333,1.0,341691,0.9964,0.9969,0.0005
20260905-213526-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:27.738820+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.0,0.0667,609199,0.0001,0.0002,0.0001
20260905-213526-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:27.738820+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.7333,0.8,2,0.7661,1.0,0.2339
20260905-213526-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:27.738820+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.8667,0.9333,2,0.9106,1.0,0.0894
20260905-213526-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:27.738820+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,2,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc+static,toolagent,cost_l2,0.9333,1.0,341691,0.9963,0.9969,0.0005
20260905-213551-m5p-train-lc128kz-qwen-awq,2026-09-05T21:35:51.850661+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,2,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,sym_l2,0.8667,0.9333,269970,0.8963,0.7076,-0.1887
20260905-213551-m5p-train-lc128kz-qwen-awq,2026-09-05T21:35:51.850661+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,2,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc+static,lc128kz,cost_l2,0.8667,0.9333,269970,0.8963,0.7076,-0.1887
20260905-213555-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:56.525858+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,sym_l2,0.0,0.0667,609150,0.0001,0.0002,0.0001
20260905-213555-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:56.525858+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,sym_l2,0.0667,0.1333,18,0.1291,0.0,-0.1291
20260905-213555-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:56.525858+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,sym_l2,0.5333,0.6,215,0.5847,0.8372,0.2525
20260905-213555-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:56.525858+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,sym_l2,0.6667,0.7333,42,0.7257,1.0,0.2743
20260905-213555-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:56.525858+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,sym_l2,0.8667,0.9333,42,0.9164,1.0,0.0836
20260905-213555-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:56.525858+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,sym_l2,0.9333,1.0,341427,0.9963,0.9969,0.0007
20260905-213555-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:56.525858+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,cost_l2,0.0,0.0667,609138,0.0001,0.0002,0.0001
20260905-213555-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:56.525858+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,cost_l2,0.0667,0.1333,12,0.0956,0.0,-0.0956
20260905-213555-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:56.525858+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,cost_l2,0.2,0.2667,18,0.2498,0.0,-0.2498
