run_id,ts,trace,model_profile,device,window_accesses,k_deltas,n_train,n_calib,n_test,embargo_dropped,num_leaves,test_positive_rate,features_run,workload,label_mode,sample_rate,data_seed,feature_groups,test_trace,loss,bin_lo,bin_hi,n,mean_p_hat,empirical_rate,gap
20260905-213555-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:56.525858+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,cost_l2,0.8,0.8667,42,0.8389,1.0,0.1611
20260905-213555-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:56.525858+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,cost_l2,0.8667,0.9333,1677,0.9325,0.929,-0.0035
20260905-213555-m5p-train-toolagent-qwen-awq,2026-09-05T21:35:56.525858+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,deltas,toolagent,cost_l2,0.9333,1.0,340007,0.9963,0.9972,0.0008
20260905-213608-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:08.848037+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,deltas,lc128kz,sym_l2,0.8667,0.9333,237202,0.8855,0.7017,-0.1837
20260905-213608-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:08.848037+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,deltas,lc128kz,sym_l2,0.9333,1.0,32768,1.0,0.75,-0.25
20260905-213608-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:08.848037+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,deltas,lc128kz,cost_l2,0.8667,0.9333,237202,0.8855,0.7017,-0.1837
20260905-213608-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:08.848037+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,deltas,lc128kz,cost_l2,0.9333,1.0,32768,1.0,0.75,-0.25
20260905-213611-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:12.833448+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,sym_l2,0.0,0.0667,609120,0.0001,0.0002,0.0001
20260905-213611-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:12.833448+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,sym_l2,0.2,0.2667,63,0.229,0.2857,0.0567
20260905-213611-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:12.833448+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,sym_l2,0.2667,0.3333,16,0.3218,0.0,-0.3218
20260905-213611-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:12.833448+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,sym_l2,0.8667,0.9333,1945,0.9134,0.9794,0.066
20260905-213611-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:12.833448+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,sym_l2,0.9333,1.0,339750,0.9968,0.997,0.0002
20260905-213611-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:12.833448+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,cost_l2,0.0,0.0667,609105,0.0001,0.0002,0.0001
20260905-213611-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:12.833448+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,cost_l2,0.0667,0.1333,15,0.0732,0.0,-0.0732
20260905-213611-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:12.833448+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,cost_l2,0.1333,0.2,45,0.1922,0.0,-0.1922
20260905-213611-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:12.833448+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,cost_l2,0.2,0.2667,34,0.236,0.5294,0.2934
20260905-213611-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:12.833448+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,cost_l2,0.7333,0.8,76,0.7694,1.0,0.2306
20260905-213611-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:12.833448+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,cost_l2,0.8,0.8667,182,0.847,1.0,0.153
20260905-213611-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:12.833448+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,cost_l2,0.8667,0.9333,274,0.9058,1.0,0.0942
20260905-213611-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:12.833448+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,edc,toolagent,cost_l2,0.9333,1.0,341163,0.9964,0.9968,0.0004
20260905-213623-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:23.812861+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,edc,lc128kz,sym_l2,0.8667,0.9333,223097,0.8855,0.6461,-0.2393
20260905-213623-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:23.812861+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,edc,lc128kz,sym_l2,0.9333,1.0,46873,1.0,1.0,0.0
20260905-213623-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:23.812861+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,edc,lc128kz,cost_l2,0.8667,0.9333,198521,0.8723,0.6023,-0.27
20260905-213623-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:23.812861+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,edc,lc128kz,cost_l2,0.9333,1.0,71449,1.0,1.0,0.0
20260905-213626-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:27.495147+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,sym_l2,0.0,0.0667,608944,0.0001,0.0001,0.0
20260905-213626-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:27.495147+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,sym_l2,0.4667,0.5333,2,0.5,0.0,-0.5
20260905-213626-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:27.495147+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,sym_l2,0.6667,0.7333,7,0.6998,0.0,-0.6998
20260905-213626-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:27.495147+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,sym_l2,0.8,0.8667,9,0.8525,0.0,-0.8525
20260905-213626-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:27.495147+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,sym_l2,0.8667,0.9333,54,0.8687,0.0185,-0.8502
20260905-213626-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:27.495147+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,sym_l2,0.9333,1.0,341878,0.996,0.9965,0.0005
20260905-213626-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:27.495147+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,cost_l2,0.0,0.0667,608496,0.0001,0.0,-0.0
20260905-213626-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:27.495147+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,cost_l2,0.0667,0.1333,165,0.1023,0.1455,0.0431
20260905-213626-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:27.495147+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,cost_l2,0.4,0.4667,347,0.4021,0.0029,-0.3992
20260905-213626-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:27.495147+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,cost_l2,0.8667,0.9333,8,0.8955,0.0,-0.8955
20260905-213626-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:27.495147+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,static,toolagent,cost_l2,0.9333,1.0,341878,0.996,0.9965,0.0005
20260905-213638-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:38.874831+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,static,lc128kz,sym_l2,0.8,0.8667,180509,0.8435,0.62,-0.2235
20260905-213638-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:38.874831+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,static,lc128kz,sym_l2,0.9333,1.0,89461,0.9644,0.8842,-0.0802
20260905-213638-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:38.874831+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,static,lc128kz,cost_l2,0.8,0.8667,181909,0.8404,0.6208,-0.2196
20260905-213638-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:38.874831+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,static,lc128kz,cost_l2,0.9333,1.0,88061,0.9709,0.8869,-0.084
20260905-213641-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:43.014932+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,sym_l2,0.0,0.0667,609140,0.0001,0.0002,0.0001
20260905-213641-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:43.014932+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,sym_l2,0.0667,0.1333,28,0.1199,0.0,-0.1199
20260905-213641-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:43.014932+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,sym_l2,0.2667,0.3333,20,0.317,0.0,-0.317
20260905-213641-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:43.014932+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,sym_l2,0.4667,0.5333,18,0.5075,1.0,0.4925
20260905-213641-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:43.014932+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,sym_l2,0.5333,0.6,15,0.5347,0.0,-0.5347
20260905-213641-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:43.014932+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,sym_l2,0.7333,0.8,88,0.7652,1.0,0.2348
20260905-213641-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:43.014932+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,sym_l2,0.8667,0.9333,1982,0.9271,0.9531,0.0259
20260905-213641-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:43.014932+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,sym_l2,0.9333,1.0,339603,0.9961,0.9972,0.0011
20260905-213641-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:43.014932+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,cost_l2,0.0,0.0667,609152,0.0001,0.0002,0.0001
20260905-213641-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:43.014932+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,cost_l2,0.0667,0.1333,16,0.0973,0.0,-0.0973
20260905-213641-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:43.014932+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,cost_l2,0.4,0.4667,15,0.4512,0.0,-0.4512
20260905-213641-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:43.014932+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,cost_l2,0.7333,0.8,38,0.7535,0.4737,-0.2798
20260905-213641-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:43.014932+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,cost_l2,0.8667,0.9333,1137,0.869,0.9859,0.117
20260905-213641-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:43.014932+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas,toolagent,cost_l2,0.9333,1.0,340536,0.9963,0.997,0.0007
20260905-213654-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:54.883466+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas,lc128kz,sym_l2,0.8667,0.9333,248697,0.8855,0.7155,-0.1699
20260905-213654-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:54.883466+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas,lc128kz,sym_l2,0.9333,1.0,21273,1.0,0.6149,-0.3851
20260905-213654-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:54.883466+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas,lc128kz,cost_l2,0.8667,0.9333,232313,0.8721,0.6954,-0.1767
20260905-213654-m5p-train-lc128kz-qwen-awq,2026-09-05T21:36:54.883466+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas,lc128kz,cost_l2,0.9333,1.0,37657,1.0,0.7825,-0.2175
20260905-213657-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:59.560229+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,sym_l2,0.0,0.0667,609199,0.0001,0.0002,0.0001
20260905-213657-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:59.560229+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,sym_l2,0.7333,0.8,39,0.7797,1.0,0.2203
20260905-213657-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:59.560229+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,sym_l2,0.8,0.8667,82,0.8342,1.0,0.1658
20260905-213657-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:59.560229+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,sym_l2,0.8667,0.9333,154,0.9139,1.0,0.0861
20260905-213657-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:59.560229+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,sym_l2,0.9333,1.0,341420,0.9962,0.9969,0.0007
20260905-213657-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:59.560229+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,cost_l2,0.0,0.0667,609199,0.0001,0.0002,0.0001
20260905-213657-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:59.560229+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,cost_l2,0.7333,0.8,112,0.7655,1.0,0.2345
20260905-213657-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:59.560229+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,cost_l2,0.8,0.8667,292,0.8242,1.0,0.1758
20260905-213657-m5p-train-toolagent-qwen-awq,2026-09-05T21:36:59.560229+08:00,toolagent,qwen-awq,nvme,17117,16,1882897,332276,950894,3579,63,0.3583,20260905-142724-m5p-feat-toolagent-qwen-awq,mooncake,censored,0.25,1234,history+deltas+edc,toolagent,cost_l2,0.9333,1.0,341291,0.9965,0.9969,0.0004
20260905-213712-m5p-train-lc128kz-qwen-awq,2026-09-05T21:37:12.842934+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc,lc128kz,sym_l2,0.8667,0.9333,269970,0.8963,0.7076,-0.1887
20260905-213712-m5p-train-lc128kz-qwen-awq,2026-09-05T21:37:12.842934+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc,lc128kz,cost_l2,0.8667,0.9333,177248,0.8707,0.647,-0.2236
20260905-213712-m5p-train-lc128kz-qwen-awq,2026-09-05T21:37:12.842934+08:00,lc128kz,qwen-awq,nvme,102702,16,491997,86824,269970,51107,63,0.7076,20260905-143044-m5p-feat-lc128kz-qwen-awq,longctx-zipf,censored,1.0,1234,history+deltas+edc,lc128kz,cost_l2,0.9333,1.0,92722,1.0,0.8233,-0.1767
