ts,sim_version,trace,model_profile,device,gpu_budget_tokens,gpu_tokens_override,profile_gpu_tokens,cpu_budget_gib,lookup,prefetch,oracle_dest,device_write_mibps_sustained,fs_root,cost_model,axis,synthetic,request_tokens,requeries_per_doc,reuse_pct,tail_frac,n_docs,requests,unique_blocks,pressure_x,single_request_fits,ssd_gib,policy,total_ms,gpu_hits,cpu_hits,ssd_hits,recompute,ssd_writes,cpu_writes,decode_ms,prefill_ms,evict_free,evict_to_cpu,evict_to_ssd,evict_free_pct,best_baseline,oracle_headroom_pct,verdict
2026-09-01T12:46:43.582548+08:00,0e7b989d,surface:L131072:rq5,qwen-awq,nvme,566224,1,273872,24.0,prefix,1,best,2512.0,/home/hungwei,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json,surface,longctx,131072,5.0,80.89,0.02,24,120,191592,5.41,1,512.0,full_gpu,10243674.4,344064,0,0,658536,0,0,0.0,10243674.4,,,,,tier_fs,,
2026-09-01T12:46:43.582645+08:00,0e7b989d,surface:L131072:rq5,qwen-awq,nvme,566224,1,273872,24.0,prefix,1,best,2512.0,/home/hungwei,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json,surface,longctx,131072,5.0,80.89,0.02,24,120,191592,5.41,1,512.0,cpu_lru,7130182.1,344064,204800,0,453736,0,623147,0.0,7130182.1,,,,,tier_fs,,
2026-09-01T12:46:43.582677+08:00,0e7b989d,surface:L131072:rq5,qwen-awq,nvme,566224,1,273872,24.0,prefix,1,best,2512.0,/home/hungwei,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json,surface,longctx,131072,5.0,80.89,0.02,24,120,191592,5.41,1,512.0,cpu_arc,7350948.16,340550,195313,0,466737,0,622553,0.0,7350948.16,,,,,tier_fs,,
2026-09-01T12:46:43.582701+08:00,0e7b989d,surface:L131072:rq5,qwen-awq,nvme,566224,1,273872,24.0,prefix,1,best,2512.0,/home/hungwei,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json,surface,longctx,131072,5.0,80.89,0.02,24,120,191592,5.41,1,512.0,tier_fs,5530253.59,344064,204800,262144,191592,390261,623147,0.0,5530253.59,,,,,tier_fs,,
2026-09-01T12:46:43.582724+08:00,0e7b989d,surface:L131072:rq5,qwen-awq,nvme,566224,1,273872,24.0,prefix,1,best,2512.0,/home/hungwei,/home/hungwei/llm/POC/paper-hierarchical-kv-state/results/m4_oracle/cost_model.json,surface,longctx,131072,5.0,80.89,0.02,24,120,191592,5.41,1,512.0,oracle,3677573.93,602600,153073,55335,191592,55335,192024,0.0,3677573.93,156203,153073,55335,38.706,tier_fs,33.501,GO
