run_id,ts,baseline,model_key,model,gpu,ctx,actual_prompt_tokens,round,prefix_idx,ttft_ms,tpot_ms,total_ms,gen_tokens,gpu_kv_cache_tokens,n_prefixes,caveat,concurrency_mode,quality_score,quality_metric,contaminated,guard_verdict,log,mode_source,host_contention,foreign_gpu_count,foreign_max_util
20260831-002436-m3-llama-awq-cpu_arc,2026-08-31T00:43:56.553635+08:00,cpu_arc,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,126976,126976,warm,2,106186.423,32.497,106511.395,11,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-002436-m3-llama-awq-cpu_arc/server.log,recorded,HEAVY,6,100
20260831-002436-m3-llama-awq-cpu_arc,2026-08-31T00:45:42.721849+08:00,cpu_arc,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,126976,126976,warm,3,105390.982,38.105,105886.353,14,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-002436-m3-llama-awq-cpu_arc/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:47:14.623034+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,cold,0,5473.363,17.541,5718.943,15,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:47:20.919872+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,cold,1,5770.196,17.113,6009.782,15,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:47:27.278309+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,cold,2,5821.573,17.525,6066.927,15,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:47:33.653534+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,cold,3,5848.008,16.941,6102.127,16,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:47:34.304062+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,warm,0,136.387,16.988,374.219,15,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:47:35.008644+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,warm,1,146.465,16.162,372.727,15,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:47:35.671829+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,warm,2,151.64,16.783,386.609,15,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,85
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:47:36.342903+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,warm,3,155.035,16.856,391.019,15,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:47:52.633062+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,cold,0,14393.089,18.52,14652.373,15,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:48:07.899520+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,cold,1,14675.699,14.798,14956.868,20,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:48:23.138170+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,cold,2,14685.1,14.85,14952.403,19,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:48:38.514781+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,cold,3,14787.556,18.473,15046.171,15,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:48:39.296686+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,warm,0,238.788,17.969,490.353,15,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:48:40.103709+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,warm,1,235.726,14.06,502.871,20,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:48:40.884537+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,warm,2,246.796,13.872,496.492,19,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:48:41.663032+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,warm,3,238.347,18.219,493.418,15,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,99
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:49:25.024643+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,cold,0,40100.847,24.283,40416.523,14,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:50:06.119400+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,cold,1,40527.087,23.965,40814.672,13,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:50:47.069735+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,cold,2,40393.353,23.37,40673.792,13,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:51:28.006116+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,cold,3,40375.817,24.196,40641.978,12,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:51:29.183518+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,warm,0,618.127,22.176,884.239,13,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:51:30.433609+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,warm,1,674.626,21.652,956.102,14,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:51:31.589660+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,warm,2,593.675,22.569,864.506,13,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:51:32.955806+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,warm,3,692.276,22.735,965.091,13,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:53:35.742409+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,126976,126976,cold,0,117067.049,33.351,117433.909,12,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:55:33.829220+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,126976,126976,cold,1,117442.278,30.917,117782.367,12,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:57:31.652439+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,126976,126976,cold,2,117169.716,30.996,117541.667,13,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:59:29.172245+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,126976,126976,cold,3,116905.951,32.583,117231.786,11,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T00:59:51.725847+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,126976,126976,warm,0,21916.122,29.088,22236.095,12,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T01:00:13.865441+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,126976,126976,warm,1,21536.848,29.227,21858.34,12,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,100
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T01:00:35.817952+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,126976,126976,warm,2,21297.93,31.858,21648.372,12,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,97
20260831-004545-m3-llama-awq-tier_fs,2026-08-31T01:00:58.212948+08:00,tier_fs,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,126976,126976,warm,3,21786.666,30.026,22116.951,12,253744,4,,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-004545-m3-llama-awq-tier_fs/server.log,recorded,HEAVY,6,95
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:04:27.512529+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,cold,0,5469.567,16.715,5703.572,15,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:04:33.753797+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,cold,1,5727.334,16.951,5964.651,15,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:04:40.074349+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,cold,2,5801.054,17.279,6042.96,15,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,85
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:04:46.491703+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,cold,3,5880.647,17.144,6120.669,15,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:04:47.136171+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,warm,0,137.725,16.716,371.752,15,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,95
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:04:47.777874+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,warm,1,133.472,16.977,371.154,15,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:04:48.444614+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,warm,2,152.664,16.124,378.394,15,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:04:49.125454+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,16384,16384,warm,3,159.784,17.076,398.851,15,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:05:05.561740+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,cold,0,14562.636,19.199,14831.423,15,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:05:21.301564+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,cold,1,15179.512,14.808,15460.872,20,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:05:36.997316+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,cold,2,15145.182,14.405,15404.477,19,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:05:52.798485+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,cold,3,15239.563,18.771,15502.357,15,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:05:53.581458+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,warm,0,249.011,18.148,503.078,15,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:05:54.337289+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,warm,1,210.13,14.033,476.763,20,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:05:55.107593+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,warm,2,242.52,13.932,493.303,19,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,85
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:05:55.899488+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,32768,32768,warm,3,255.681,17.371,498.868,15,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:06:39.821044+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,cold,0,40800.944,23.197,41102.5,14,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:07:21.348679+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,cold,1,40982.453,23.305,41262.115,13,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:08:02.974932+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,cold,2,41056.747,22.599,41350.532,14,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:08:44.692542+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,cold,3,41140.624,24.255,41431.683,13,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:08:46.523425+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,warm,0,1270.722,23.202,1549.141,13,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:08:48.317871+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,warm,1,1208.12,22.88,1505.565,14,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:08:50.147358+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,warm,2,1255.548,22.875,1552.927,14,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,85
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:08:51.976831+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,65536,65536,warm,3,1283.586,23.015,1559.766,13,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:10:56.534099+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,126976,126976,cold,0,118859.547,31.581,119238.521,13,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:12:56.799266+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,126976,126976,cold,1,119620.297,32.809,119981.197,12,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,100
20260831-010102-m3-llama-awq-lmcache,2026-08-31T01:14:56.504168+08:00,lmcache,llama-awq,hugging-quants/Meta-Llama-3.1-8B-Instruct-AWQ-INT4,0,126976,126976,cold,2,119066.685,30.612,119403.413,12,253744,4,no compiled c_ops/cuda_ops; transfer path on torch baseline,serial,NOT_MEASURED,NOT_MEASURED,False,CLEAN,/ssd7/hungwei/paper-hkv/runs/20260831-010102-m3-llama-awq-lmcache/server.log,recorded,HEAVY,6,90
