run_id,ts,trace,model_profile,device,window_accesses,k_deltas,n_train,n_calib,n_test,embargo_dropped,num_leaves,test_positive_rate,features_run,loss,threshold_rule,pos_lo,pos_hi,kappa_median,p_star_median,positive_rate,n,drop_rate,err_rate,fn_rate,fp_rate,cost_ms,cost_ms_fn,cost_ms_fp,cost_us_per_decision
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,sym_l2,p_star,65536,131072,60.04,0.0164,0.1449,13893,0.0,0.8551,0.0,0.8551,3546.09,0.0,3546.09,255.243
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,cost_l2,0.5,0,4096,11.98,0.077,0.7127,389945,0.3564,0.1026,0.0859,0.0167,123386.32,121439.25,1947.07,316.42
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,cost_l2,0.5,4096,8192,14.21,0.0657,0.5227,221660,0.5615,0.126,0.1051,0.0209,101769.53,100386.32,1383.21,459.124
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,cost_l2,0.5,8192,16384,17.76,0.0533,0.2299,130291,0.9216,0.2325,0.192,0.0405,135264.21,133687.28,1576.94,1038.17
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,cost_l2,0.5,16384,32768,24.1,0.0398,0.2194,97357,0.9368,0.2355,0.1959,0.0396,140448.07,139295.88,1152.18,1442.609
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,cost_l2,0.5,32768,65536,37.15,0.0262,0.1909,54075,0.9209,0.2553,0.1836,0.0717,113600.16,112442.31,1157.85,2100.789
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,cost_l2,0.5,65536,131072,60.04,0.0164,0.1449,13893,0.8768,0.268,0.1449,0.1232,37268.64,36757.92,510.72,2682.548
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,cost_l2,p_star,0,4096,11.98,0.077,0.7127,389945,0.0012,0.2866,0.0003,0.2864,33719.03,387.87,33331.16,86.471
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,cost_l2,p_star,4096,8192,14.21,0.0657,0.5227,221660,0.0028,0.4756,0.0006,0.475,31979.19,550.62,31428.57,144.271
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,cost_l2,p_star,8192,16384,17.76,0.0533,0.2299,130291,0.0095,0.7642,0.0018,0.7624,30926.36,1275.02,29651.34,237.364
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,cost_l2,p_star,16384,32768,24.1,0.0398,0.2194,97357,0.0259,0.7649,0.0051,0.7597,25862.56,3784.27,22078.29,265.647
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,cost_l2,p_star,32768,65536,37.15,0.0262,0.1909,54075,0.0746,0.7714,0.0184,0.7529,24068.94,11915.83,12153.12,445.103
20260905-132658-m5p-train-toolagent-qwen-awq,2026-09-05T13:26:59.280742+08:00,toolagent,qwen-awq,nvme,599095,16,1725460,304493,907221,86894,63,0.5042,20260905-131946-m5p-feat-toolagent-qwen-awq,cost_l2,p_star,65536,131072,60.04,0.0164,0.1449,13893,0.38,0.5981,0.0615,0.5366,18742.34,16517.08,2225.26,1349.049
