ts,sim_version,trace,model_profile,device,gpu_budget_tokens,gpu_tokens_override,profile_gpu_tokens,cpu_budget_gib,lookup,prefetch,oracle_dest,device_write_mibps_sustained,fs_root,cost_model,axis,synthetic,request_tokens,requeries_per_doc,reuse_pct,tail_frac,n_docs,requests,unique_blocks,pressure_x,single_request_fits,ssd_gib,policy,total_ms,gpu_hits,cpu_hits,ssd_hits,recompute,ssd_writes,cpu_writes,decode_ms,prefill_ms,evict_free,evict_to_cpu,evict_to_ssd,evict_free_pct,best_baseline,oracle_headroom_pct,verdict
2026-09-01T14:50:01.616052+08:00,b0d39dd4,surface:L262144:rq2,qwen-awq,nvme,273872,0,273872,24.0,prefix,1,best,2512.0,/home/hungwei,results/m4_oracle/qwen-awq-surface/cost_model.json,surface,longctx,262144,2.0,67.81,0.02,60,120,645448,37.71,1,512.0,tier_fs,26427861.0,81920,229376,1048576,645448,1648821,1906283,1373920.86,25053940.14,,,,,tier_fs,,
2026-09-01T14:50:01.616065+08:00,b0d39dd4,surface:L262144:rq2,qwen-awq,nvme,273872,0,273872,24.0,prefix,1,best,2512.0,/home/hungwei,results/m4_oracle/qwen-awq-surface/cost_model.json,surface,longctx,262144,2.0,67.81,0.02,60,120,645448,37.71,1,512.0,oracle,23512117.95,531618,243555,584699,645448,584699,457135,1373920.86,22138197.09,628331,243555,584699,37.621,tier_fs,11.033,MARGINAL
2026-09-01T14:50:32.109611+08:00,b0d39dd4,surface:L262144:rq5,qwen-awq,nvme,273872,0,273872,24.0,prefix,1,best,2512.0,/home/hungwei,results/m4_oracle/qwen-awq-surface/cost_model.json,surface,longctx,262144,5.0,80.89,0.02,24,120,383304,22.39,1,512.0,full_gpu,52579373.19,131072,0,0,1874248,0,0,1373920.86,51205452.33,,,,,tier_fs,,
2026-09-01T14:50:32.109659+08:00,b0d39dd4,surface:L262144:rq5,qwen-awq,nvme,273872,0,273872,24.0,prefix,1,best,2512.0,/home/hungwei,results/m4_oracle/qwen-awq-surface/cost_model.json,surface,longctx,262144,5.0,80.89,0.02,24,120,383304,22.39,1,512.0,cpu_lru,44668822.48,131072,294912,0,1579336,0,1857131,1373920.86,43294901.62,,,,,tier_fs,,
2026-09-01T14:50:32.109673+08:00,b0d39dd4,surface:L262144:rq5,qwen-awq,nvme,273872,0,273872,24.0,prefix,1,best,2512.0,/home/hungwei,results/m4_oracle/qwen-awq-surface/cost_model.json,surface,longctx,262144,5.0,80.89,0.02,24,120,383304,22.39,1,512.0,cpu_arc,43350397.37,278528,196608,0,1530184,0,1709675,1373920.86,41976476.51,,,,,tier_fs,,
2026-09-01T14:50:32.109685+08:00,b0d39dd4,surface:L262144:rq5,qwen-awq,nvme,273872,0,273872,24.0,prefix,1,best,2512.0,/home/hungwei,results/m4_oracle/qwen-awq-surface/cost_model.json,surface,longctx,262144,5.0,80.89,0.02,24,120,383304,22.39,1,512.0,tier_fs,21968592.99,131072,294912,1196032,383304,1534133,1857131,1373920.86,20594672.13,,,,,tier_fs,,
2026-09-01T14:50:32.109696+08:00,b0d39dd4,surface:L262144:rq5,qwen-awq,nvme,273872,0,273872,24.0,prefix,1,best,2512.0,/home/hungwei,results/m4_oracle/qwen-awq-surface/cost_model.json,surface,longctx,262144,5.0,80.89,0.02,24,120,383304,22.39,1,512.0,oracle,18104184.77,570250,406068,645698,383304,645698,688545,1373920.86,16730263.91,366187,406068,645698,21.535,tier_fs,17.591,GO
2026-09-01T14:50:59.695916+08:00,b0d39dd4,surface:L262144:rq10,qwen-awq,nvme,273872,0,273872,24.0,prefix,1,best,2512.0,/home/hungwei,results/m4_oracle/qwen-awq-surface/cost_model.json,surface,longctx,262144,10.0,89.06,0.02,12,120,219464,12.82,1,512.0,full_gpu,47745147.76,311296,0,0,1694024,0,0,1373920.86,46371226.9,,,,,tier_fs,,
2026-09-01T14:50:59.695965+08:00,b0d39dd4,surface:L262144:rq10,qwen-awq,nvme,273872,0,273872,24.0,prefix,1,best,2512.0,/home/hungwei,results/m4_oracle/qwen-awq-surface/cost_model.json,surface,longctx,262144,10.0,89.06,0.02,12,120,219464,12.82,1,512.0,cpu_lru,35879321.7,311296,442368,0,1251656,0,1676907,1373920.86,34505400.84,,,,,tier_fs,,
2026-09-01T14:50:59.695986+08:00,b0d39dd4,surface:L262144:rq10,qwen-awq,nvme,273872,0,273872,24.0,prefix,1,best,2512.0,/home/hungwei,results/m4_oracle/qwen-awq-surface/cost_model.json,surface,longctx,262144,10.0,89.06,0.02,12,120,219464,12.82,1,512.0,cpu_arc,35879321.7,352513,401151,0,1251656,0,1602610,1373920.86,34505400.84,,,,,tier_fs,,
2026-09-01T14:50:59.695998+08:00,b0d39dd4,surface:L262144:rq10,qwen-awq,nvme,273872,0,273872,24.0,prefix,1,best,2512.0,/home/hungwei,results/m4_oracle/qwen-awq-surface/cost_model.json,surface,longctx,262144,10.0,89.06,0.02,12,120,219464,12.82,1,512.0,tier_fs,16968587.86,311296,442368,1032192,219464,1206453,1676907,1373920.86,15594667.0,,,,,tier_fs,,
2026-09-01T14:50:59.696009+08:00,b0d39dd4,surface:L262144:rq10,qwen-awq,nvme,273872,0,273872,24.0,prefix,1,best,2512.0,/home/hungwei,results/m4_oracle/qwen-awq-surface/cost_model.json,surface,longctx,262144,10.0,89.06,0.02,12,120,219464,12.82,1,512.0,oracle,12430509.19,770523,521628,493705,219464,493705,782596,1373920.86,11056588.33,202347,521628,493705,13.685,tier_fs,26.744,GO
